const,addresscat_3,addresscat_4,agecat_5,agecat_6,bfast_2,bfast_3,callid_1,callwait_1,carcatvalue_3,card2_2,card2tenurecat_5,card_2,cardten,cardtenurecat_5,carown_1,cars_1,cartype_0,creddebt,ebill_1,ed,edcat_2,edcat_3,gender_1,hourstv,inccat_3,internet_3,jobcat_2,jobsat_4,lncreddebt,lnothdebt,multline_1,news_1,othdebt,owndvd_1,ownipod_1,ownpda_1,polview_4,polview_6,region_5,spoused,vote_1,pred_totalSpend
1.0,1,0,0,0,0,0,1,0,0,0,0,1,0.0,1,1,0,1,0.47740000000000005,0,10,0,0,1,20,0,0,0,1,-0.7394005650774073,0.3699070127074503,0,1,1.4476,1,0,0,0,0,0,-1,1,224.32539544509675
1.0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,1,0,0,0.428571,1,17,0,0,0,22,0,0,0,0,-0.8472988603877036,-0.15265130445252387,0,0,0.8584289999999999,1,1,1,1,0,0,19,0,287.662878759582
1.0,0,1,0,1,1,0,1,1,0,0,0,1,620.0,1,0,1,1,3.171168,0,16,0,1,1,20,0,0,1,0,1.1540999742852631,1.4400322650132562,1,0,4.220832,1,0,0,1,0,0,17,0,206.30192170797997
1.0,0,1,0,1,1,0,0,0,0,0,1,0,1900.0,1,0,0,1,0.29856,0,10,0,0,0,31,0,0,0,1,-1.2087843613231581,-1.70683025844275,0,1,0.18144,1,0,0,0,1,0,10,0,230.12140373960383
1.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,1,0.391872,0,20,0,0,1,19,1,0,0,1,-0.9368200231266478,0.7439011295268998,0,0,2.104128,1,0,0,0,1,0,-1,0,295.4206098919053
1.0,1,0,0,0,1,0,0,0,0,0,0,0,1400.0,1,1,0,0,2.105892,0,15,0,1,1,24,0,0,0,1,0.7447391303455323,0.9091081991314688,1,0,2.482108,1,0,0,1,0,0,-1,1,288.2482469239607
1.0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0,1,0,1,0.7986599999999999,0,12,1,0,0,21,0,0,1,0,-0.22481995569515434,0.5940669028592694,0,1,1.81134,1,0,0,0,1,1,15,1,263.8837460389155
1.0,0,1,0,0,1,0,0,0,0,0,0,1,0.0,0,1,0,1,0.151249,0,8,0,0,0,20,0,0,1,0,-1.8888277936632907,0.1131063391613594,0,0,1.119751,1,0,0,0,0,0,-1,1,205.20527183888834
1.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,1,0.27561599999999997,0,12,1,0,1,17,0,0,0,0,-1.288746686375374,-1.1444970775308272,1,0,0.318384,1,0,0,0,0,0,12,1,236.53124020461607
1.0,0,0,1,0,0,1,1,0,0,0,1,1,2655.0,1,0,0,0,0.5754,0,9,0,0,1,16,0,0,0,0,-0.5526898278646895,0.4217320805720363,1,1,1.5246,1,0,0,0,0,0,11,0,216.38885717032895
1.0,0,0,0,0,0,1,0,0,1,0,0,0,0.0,0,0,0,0,3.7455960000000004,1,14,1,0,0,15,0,0,1,1,1.3205807498342468,0.6483610893802572,0,1,1.912404,1,0,0,0,0,0,14,1,391.42173201046677
1.0,0,0,0,1,1,0,1,0,1,0,1,0,1325.0,1,0,1,1,0.09473100000000001,1,17,0,0,0,17,0,0,1,0,-2.356713982832455,-1.7244616335028833,1,1,0.178269,1,0,1,0,0,0,-1,1,252.1597082035851
1.0,1,0,0,0,0,1,1,0,0,1,0,0,0.0,0,1,0,0,0.6990780000000001,0,16,0,1,0,18,1,0,0,0,-0.3579929549909699,1.022063082716229,0,0,2.778922,1,1,0,0,0,0,12,1,291.98253937341445
1.0,1,0,0,0,0,0,1,1,0,0,0,0,0.0,0,1,0,1,0.35838600000000004,0,15,0,1,1,20,0,0,1,1,-1.0261446611443208,-0.4982154670513154,0,0,0.6076140000000001,1,1,0,0,0,0,-1,1,242.0098365179617
1.0,0,0,0,1,1,0,1,0,0,0,1,0,3980.0,1,0,0,1,0.30766400000000005,0,20,0,0,0,16,0,0,0,0,-1.1787470005739056,-0.17395346712345072,1,1,0.8403360000000001,1,0,0,1,0,0,14,0,227.57344691192247
1.0,1,0,0,0,0,0,0,0,1,0,0,1,0.0,1,1,0,0,5.4005600000000005,0,10,0,0,1,15,1,0,0,0,1.6865026518970752,2.257529147941729,0,0,9.55944,1,0,0,0,0,1,-1,0,423.96818001267457
1.0,0,1,1,0,0,1,0,1,0,0,0,0,215.0,0,1,0,1,1.498032,1,19,0,0,1,17,0,0,0,1,0.4041522466826218,1.7533595391401762,1,0,5.773967999999999,1,0,1,0,1,0,20,1,309.8928777289792
1.0,0,0,1,0,1,0,1,1,1,0,1,1,1360.0,1,1,0,1,4.085081,0,17,0,0,1,19,0,0,0,0,1.4073415567567522,1.9352707508497575,0,1,6.9259189999999995,1,0,0,0,0,0,12,1,327.099206180369
1.0,0,1,0,1,0,0,0,0,0,1,0,0,0.0,0,0,0,1,0.8662860000000001,0,11,0,0,1,29,0,0,0,0,-0.1435401708999936,0.7132997466204128,0,1,2.040714,1,0,0,0,0,0,-1,1,213.75714649237668
1.0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0,1,0,0,1.2271500000000004,1,16,0,1,1,20,0,0,0,0,0.2046944076456802,1.0377470128968347,0,0,2.8228500000000003,1,1,0,1,0,1,13,1,261.67649310138864
1.0,0,0,0,0,0,0,1,1,0,1,0,0,25.0,0,1,0,0,0.706146,1,19,0,0,1,16,0,0,0,0,-0.34793326400197755,-1.6252929417581998,0,0,0.19685399999999997,1,1,1,1,0,0,-1,0,213.03481192109356
1.0,0,0,0,1,1,0,0,1,0,0,1,0,700.0,1,0,0,1,0.054432,1,11,0,0,0,24,0,0,0,0,-2.910803062768686,-1.6216724501024429,1,1,0.197568,1,0,0,0,0,0,-1,0,192.43870097855662
1.0,0,0,0,0,0,0,1,1,0,1,0,0,695.0,0,1,0,1,1.370712,1,20,0,0,1,20,0,0,1,0,0.31533031286778496,1.7078864352116518,1,1,5.517288,1,1,1,0,0,0,16,1,248.30575994352307
1.0,0,0,1,0,0,1,1,1,1,1,1,0,1770.0,1,1,0,1,14.280358400000008,0,10,0,0,0,16,0,0,0,0,2.65891009010391,3.1235028670933804,1,1,22.725846,1,0,0,1,0,0,16,1,432.9657347060085
1.0,1,0,0,1,1,0,1,0,0,0,0,1,0.0,0,1,0,1,0.17595000000000002,0,18,0,0,0,24,0,0,0,1,-1.7375554152145427,0.638717393570662,1,1,1.8940500000000002,1,1,1,1,0,1,14,1,220.49013674267744
1.0,0,0,0,1,1,0,1,1,1,0,1,1,2385.0,1,1,0,0,8.326656,0,16,0,1,0,22,0,0,0,0,2.1194619350036814,1.8945182031853238,1,1,6.649343999999999,1,0,0,0,0,0,20,1,353.98915664783686
1.0,0,0,1,0,0,0,1,1,1,0,1,0,1715.0,1,1,0,1,9.66394,1,16,0,1,0,21,0,0,0,0,2.2684014325639144,1.7788532072452083,1,1,5.9230599999999995,1,1,0,0,0,0,-1,1,436.8805395980875
1.0,0,0,0,0,0,0,0,1,0,1,0,0,215.0,0,1,0,1,0.9061000000000001,1,15,0,1,1,31,0,0,1,0,-0.09860560375412197,-0.2307977702510693,1,0,0.7939,1,1,0,1,0,1,-1,0,221.80037042264632
1.0,0,0,1,0,1,0,1,1,0,0,1,0,1870.0,1,1,0,0,2.14812,1,18,0,0,0,19,1,1,1,1,0.7645930410079634,0.8206076825626347,1,1,2.27188,1,0,1,0,0,0,-1,0,332.42169250710714
1.0,0,0,0,1,0,1,1,1,0,0,1,0,2365.0,1,0,0,0,6.68655,0,8,0,0,1,16,0,0,0,0,1.9000980460564387,1.1692105375136463,1,1,3.21945,1,0,0,0,1,0,7,1,280.581024503594
1.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0.45448,0,13,1,0,1,16,0,0,1,0,-0.7886013707332656,0.700877226621856,0,0,2.0155200000000004,1,1,0,1,0,0,-1,0,261.6156617251142
1.0,0,1,1,0,1,0,0,0,0,0,1,0,1240.0,1,1,0,1,2.450896,0,15,0,1,0,17,1,0,1,1,0.8964536719851806,2.56963865320054,1,1,13.061104,1,0,0,0,0,0,17,1,360.69906920799576
1.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,1,4.133415,1,14,1,0,0,20,1,1,0,0,1.4191039418122098,1.6157350438190616,0,0,5.031584999999999,1,1,0,0,1,1,-1,1,402.3858206664575
1.0,1,0,0,1,1,0,0,0,0,0,0,1,325.0,0,1,0,1,0.625872,0,10,0,0,0,16,0,0,0,0,-0.4686094016329109,1.0681970664703297,0,0,2.9101280000000003,1,0,0,0,1,0,-1,0,227.12543264391905
1.0,0,0,1,0,0,1,0,0,0,0,1,0,3775.0,1,1,0,1,0.42314999999999997,0,15,0,1,0,16,1,0,0,1,-0.8600285528660221,2.344384209974624,1,1,10.42685,1,0,0,0,1,0,18,1,365.4793482320157
1.0,0,0,0,1,0,1,0,0,0,0,0,1,660.0,0,1,1,0,0.22616,0,11,0,0,0,21,0,0,1,0,-1.4865125655968021,-0.4248926057742628,0,0,0.65384,1,0,0,0,0,0,-1,0,199.54888184727196
1.0,0,0,0,1,0,1,1,0,0,1,1,0,2260.0,1,1,1,0,4.549932,1,19,0,0,0,23,0,0,0,0,1.5151122877962355,1.7036689647351828,1,1,5.494068,1,1,0,0,0,0,16,1,263.99043629034884
1.0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0,1,0,1,0.28013599999999994,1,15,0,1,1,27,0,1,1,0,-1.2724800794481745,0.15174550399512574,0,0,1.163864,1,1,0,0,0,0,-1,1,221.57415369182715
1.0,0,0,0,1,0,1,0,0,0,0,1,1,2110.0,1,1,1,1,0.7070700000000001,0,15,0,1,0,12,0,0,1,0,-0.34662560808573084,0.7788339306185669,1,1,2.1789300000000003,1,1,1,0,0,0,-1,0,217.44589105475023
1.0,1,0,0,1,0,0,1,1,0,0,1,0,1485.0,1,0,0,0,1.709568,0,16,0,1,1,27,0,0,1,0,0.5362407070188882,1.0088451179646811,1,1,2.742432,1,0,1,0,1,0,-1,0,264.4896299442645
1.0,0,1,0,0,0,1,0,0,1,0,0,1,85.0,0,1,0,0,1.90568,0,19,0,0,1,20,0,0,0,0,0.6448389002658266,1.3439921048859838,0,0,3.83432,1,1,0,0,0,0,20,1,334.6815640529949
1.0,1,0,0,0,0,0,0,1,0,0,1,0,1045.0,1,1,0,1,2.2125,0,13,1,0,1,20,1,0,0,1,0.7941230978999475,1.6653455443723963,1,1,5.2875,1,1,0,0,1,0,17,1,334.69276226799974
1.0,0,0,1,0,0,0,0,0,1,0,1,1,1440.0,1,1,0,1,1.8643999999999998,0,11,0,0,1,18,0,0,0,0,0.6229392855164487,1.3951549895520872,0,1,4.0356,1,0,0,1,0,1,-1,1,328.8941687472895
1.0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0,1,1,0,4.32621,0,15,0,1,1,15,0,0,0,1,1.4646918700419806,1.5046972046556801,0,0,4.502790000000001,1,1,0,0,1,0,10,0,320.92710721677634
1.0,0,0,0,1,0,0,1,0,0,0,0,0,705.0,1,1,0,1,2.5174959999999995,0,13,1,0,0,23,0,0,0,1,0.9232647567314628,1.213280552529464,0,0,3.364504,1,0,0,0,0,0,-1,0,295.63930631442753
1.0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,1,0,0,0.6159399999999999,0,15,0,1,1,14,0,0,1,1,-0.484605722789961,0.5613628323927267,0,0,1.7530599999999998,0,1,0,0,0,0,-1,0,199.74365194988508
1.0,1,0,0,1,0,1,1,1,1,0,1,0,0.0,1,1,1,1,1.1918729999999997,0,16,0,1,0,24,0,0,0,0,0.1755260193428216,2.631538203131107,1,1,13.895126999999999,1,1,0,0,1,0,-1,0,382.5385909207416
1.0,0,0,0,1,1,0,0,1,0,0,1,0,2075.0,1,1,0,0,2.609442,0,18,0,0,1,21,1,0,0,1,0.9591364053741503,0.6650347018880355,1,1,1.9445580000000002,1,1,0,1,0,1,19,1,301.61546398710107
1.0,0,1,1,0,1,0,0,1,1,1,1,0,530.0,1,1,0,1,1.88748,0,9,0,0,1,22,0,0,0,1,0.6352426060584144,0.6752479406721135,0,1,1.9645199999999998,1,0,0,1,0,1,-1,0,306.8341627293717
1.0,1,0,1,0,0,1,0,0,1,1,1,0,395.0,1,1,0,0,1.335495,0,13,1,0,0,18,1,1,1,0,0.28930200964473385,0.07650260273596773,0,1,1.079505,1,0,0,1,0,0,-1,1,365.4443860738607
1.0,0,0,0,1,1,0,1,1,0,0,1,0,800.0,1,0,0,0,1.3686399999999999,0,11,0,0,1,16,0,0,0,1,0.31381754605640666,1.4941078657387836,0,1,4.45536,1,0,1,0,1,0,-1,0,259.3448855243038
1.0,0,0,1,0,0,0,0,1,0,0,1,0,1055.0,1,1,0,1,1.2950280000000003,1,21,0,0,0,19,0,0,0,1,0.258532316539379,-0.0273999741886145,1,0,0.972972,1,1,1,1,0,0,20,1,286.3672494066688
